user_id,posted,item_id,helpful,recommend,sentiment_analysis,sentiment_label
76561198052479552,Posted September 9.,407530,No ratings yet,True,0.0516,1
3548548564856498484894,"Posted September 25, 2015.",285920,1 of 3 people (33%) found this review helpful,False,-0.3804,0
NoSwagm8,"Posted January 6, 2015.",219740,No ratings yet,True,0.5574,2
76561198065900839,"Posted March 1, 2015.",9900,2 of 3 people (67%) found this review helpful,True,0.765,2
76561198040603456,Posted April 15.,730,No ratings yet,True,0.6808,2
76561198064713620,"Posted November 17, 2014.",50620,2 of 6 people (33%) found this review helpful,True,-0.2732,0
76561198056707717,Posted February 4.,730,No ratings yet,True,0.0,1
roguejet,"Posted March 6, 2014.",440,0 of 1 people (0%) found this review helpful,True,0.0,1
rogueone3,"Posted February 16, 2014.",214560,No ratings yet,True,0.9292,2
Roodles,"Posted October 19, 2013.",220860,No ratings yet,True,0.6369,2
76561198308665434,Posted June 23.,237850,1 of 1 people (100%) found this review helpful,True,0.9902,2
adli15,"Posted December 25, 2013.",440,No ratings yet,True,0.34,2
76561198078909556,"Posted December 26, 2014.",630,0 of 9 people (0%) found this review helpful,False,0.5809,2
ScoutCounterAttack,"Posted February 16, 2015.",270550,No ratings yet,True,0.91,2
76561198092310770,"Posted October 20, 2015.",730,6 of 6 people (100%) found this review helpful,True,-0.2523,0
76561198103697364,Posted March 25.,730,1 of 2 people (50%) found this review helpful,True,0.0,1
hazixstar,"Posted September 19, 2015.",105600,5 of 33 people (15%) found this review helpful,False,0.9795,2
ryukahtk,"Posted April 18, 2015.",314020,No ratings yet,False,-0.0772,1
76561198195478589,Posted March 7.,730,2 of 3 people (67%) found this review helpful,True,0.5859,2
76561197977705860,"Posted June 24, 2014.",241540,No ratings yet,True,0.765,2
76561198063241906,"Posted April 4, 2014.",219150,No ratings yet,True,-0.5974,0
MrSaberr,"Posted September 15, 2015.",49520,1 of 1 people (100%) found this review helpful,True,0.8934,2
penguiin1,"Posted January 22, 2015.",234710,No ratings yet,True,0.0,1
SafetyPinLoL,"Posted September 22, 2015.",253710,2 of 3 people (67%) found this review helpful,True,0.9845,2
frogmcvape,"Posted December 10, 2013.",208480,No ratings yet,True,0.765,2
SakifX9,"Posted November 30, 2014.",206521,5 of 11 people (45%) found this review helpful,True,0.765,2
76561198051644906,"Posted December 13, 2014.",244710,No ratings yet,True,0.8851,2
SaltySpittoon,"Posted August 23, 2014.",304930,No ratings yet,True,0.9916,2
76561198132392635,Posted June 14.,220760,No ratings yet,True,0.4939,2
76561198058241886,"Posted August 1, 2014.",49520,No ratings yet,True,0.2263,2
Sam_Slade,Posted May 19.,107410,1 of 1 people (100%) found this review helpful,True,0.0516,1
samham1,"Posted December 22, 2013.",8930,1 of 1 people (100%) found this review helpful,True,0.0,1
76561198068302605,"Posted December 28, 2014.",45760,1 of 1 people (100%) found this review helpful,True,-0.5106,0
hentaisandysenpai,"Posted November 13, 2014.",55230,3 of 4 people (75%) found this review helpful,True,-0.4588,0
KRASA,"Posted April 1, 2014.",214950,1 of 3 people (33%) found this review helpful,True,0.9217,2
76561198149898927,Posted June 19.,391540,No ratings yet,True,0.5819,2
LunkTehHero,"Posted December 25, 2015.",399834,19 of 24 people (79%) found this review helpful,True,0.1779,2
76561198058760041,"Posted October 24, 2015.",353560,18 of 34 people (53%) found this review helpful,True,0.8883,2
Batthew,Posted September 5.,337000,1 of 2 people (50%) found this review helpful,True,0.9628,2
Madkeen,Posted February 13.,444560,No ratings yet,True,0.0,1
76561198072676817,Posted August 21.,264200,No ratings yet,True,-0.6705,0
MegaMario48,Posted May 26.,34900,4 of 5 people (80%) found this review helpful,True,-0.5574,0
goldnugget666,"Posted June 4, 2014.",244850,2 of 2 people (100%) found this review helpful,True,0.0,1
76561198013564709,Posted August 13.,447820,1 of 1 people (100%) found this review helpful,True,0.5423,2
hhhhjhhjjhjh,"Posted July 24, 2015.",291370,0 of 3 people (0%) found this review helpful,True,0.7351,2
76561198053314010,"Posted April 15, 2015.",4700,1 of 1 people (100%) found this review helpful,True,0.9747,2
DarkestYT,"Posted December 21, 2015.",440,No ratings yet,True,0.6369,2
SeaPotato,"Posted November 14, 2014.",105600,No ratings yet,True,0.6369,2
BrainyManiac,"Posted August 11, 2015.",550,2 of 2 people (100%) found this review helpful,True,0.0,1
AnonRookie,Posted March 12.,427520,No ratings yet,True,0.4404,2
asdasdfgdsAD,Posted July 23.,391460,No ratings yet,True,0.0,1
RadicalLapis,"Posted August 1, 2014.",105600,0 of 1 people (0%) found this review helpful,True,0.6088,2
senpai_the_slutty,"Posted April 18, 2015.",245170,No ratings yet,True,0.6808,2
76561197963469414,"Posted February 5, 2014.",238320,No ratings yet,False,0.7335,2
76561198086462653,Posted February 24.,227940,0 of 2 people (0%) found this review helpful,False,0.0,1
benjamingarrison,"Posted April 25, 2013.",223710,1 of 2 people (50%) found this review helpful,True,0.91,2
76561198040188061,"Posted May 5, 2012.",99300,0 of 2 people (0%) found this review helpful,True,0.8316,2
76561198054564148,Posted April 26.,17460,0 of 1 people (0%) found this review helpful,True,0.9186,2
fgtkms,Posted July 7.,273350,1 of 1 people (100%) found this review helpful,True,0.5106,2
76561198131033221,"Posted March 25, 2015.",334070,5 of 8 people (63%) found this review helpful,True,0.7906,2
76561197978024377,"Posted April 3, 2011.",39120,No ratings yet,True,0.3182,2
itran1,"Posted February 28, 2015.",323470,No ratings yet,True,0.8946,2
76561198052040052,"Posted May 16, 2015.",271590,1 of 5 people (20%) found this review helpful,True,0.8268,2
76561198080821101,"Posted March 15, 2015.",277590,2 of 7 people (29%) found this review helpful,False,-0.6486,0
analcleanser,Posted March 8.,317360,No ratings yet,True,0.5719,2
76561197966979423,"Posted October 6, 2015.",212680,No ratings yet,True,0.4215,2
GotNothingBetterToDo,"Posted March 14, 2015.",221100,No ratings yet,True,0.0,1
76561198193666401,"Posted May 22, 2015.",440,No ratings yet,True,0.7579,2
ALECLIKESSHOTASANDLITTLECUTEBOYS,"Posted August 22, 2015.",274170,0 of 1 people (0%) found this review helpful,True,-0.6124,0
76561198043587948,"Posted February 17, 2015.",45770,No ratings yet,True,-0.128,0
Shredderman962,"Posted January 4, 2014.",7670,1 of 3 people (33%) found this review helpful,True,-0.6808,0
rscroop,"Posted September 30, 2015.",51100,No ratings yet,True,0.4404,2
Singularity_iOS,"Posted October 5, 2015.",17520,No ratings yet,True,0.8555,2
el-Gusto,Posted May 29.,357480,0 of 1 people (0%) found this review helpful,True,0.8402,2
Moghur,"Posted December 22, 2014.",204300,1 of 1 people (100%) found this review helpful,True,0.0,1
Chocolateness,"Posted October 2, 2015.",730,7 of 7 people (100%) found this review helpful,True,0.0772,1
SpiritOfDeath2,"Posted December 27, 2015.",303210,1 of 1 people (100%) found this review helpful,True,0.9882,2
76561198059366714,Posted April 5.,374570,1 of 1 people (100%) found this review helpful,True,0.4404,2
76561198039606680,Posted June 26.,274190,No ratings yet,True,-0.4215,0
76561198077259604,"Posted June 25, 2014.",200710,No ratings yet,True,0.6486,2
bfraserlikesgames,"Posted December 3, 2014.",108600,No ratings yet,True,-0.34,0
chefmisery,"Posted May 23, 2014.",211820,No ratings yet,True,0.8852,2
SoOutOfLuck,"Posted September 25, 2013.",4000,No ratings yet,True,-0.0423,1
76561198085601351,"Posted November 6, 2014.",206500,No ratings yet,True,-0.5574,0
sky_track,Posted April 9.,351890,1 of 2 people (50%) found this review helpful,True,0.8957,2
skylord30,"Posted February 12, 2014.",49520,No ratings yet,True,0.1935,2
slaydread,Posted August 22.,346110,No ratings yet,True,0.8658,2
slicer11221,"Posted October 18, 2013.",230410,0 of 2 people (0%) found this review helpful,True,1.0,2
ethanabey,"Posted January 15, 2014.",220200,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198072534619,"Posted February 23, 2013.",224540,No ratings yet,True,-0.0258,1
Slynx_,"Posted January 28, 2015.",620,1 of 1 people (100%) found this review helpful,True,0.9169,2
DeadFishCorporation,"Posted May 18, 2015.",273070,1 of 3 people (33%) found this review helpful,True,0.0,1
RegularSmokeyJoe,"Posted September 18, 2014.",214950,1 of 1 people (100%) found this review helpful,True,0.7506,2
76561198095385702,"Posted December 1, 2014.",227300,1 of 1 people (100%) found this review helpful,True,0.8126,2
Snickerbones,"Posted June 5, 2014.",63380,2 of 2 people (100%) found this review helpful,True,0.7346,2
justthathelicopterpilot,"Posted December 18, 2015.",222880,3 of 3 people (100%) found this review helpful,True,0.8555,2
coadstar101,Posted April 18.,337950,9 of 19 people (47%) found this review helpful,False,-0.1779,0
SenatorArmstrong123,Posted May 5.,394230,6 of 8 people (75%) found this review helpful,True,0.9296,2
goddamnterrorists,"Posted January 13, 2015.",322070,No ratings yet,True,0.0,1
_SNS_,"Posted March 8, 2014.",252490,5 of 5 people (100%) found this review helpful,True,0.9923,2
snyper4plg,"Posted July 7, 2014.",252490,1 of 1 people (100%) found this review helpful,True,0.968,2
camo88,"Posted January 21, 2014.",240,No ratings yet,True,0.9153,2
GroovyG0D,"Posted December 1, 2015.",319630,No ratings yet,True,0.2235,2
76561198021142819,"Posted August 3, 2013.",440,No ratings yet,True,0.9042,2
cactus3,Posted February 18.,39150,No ratings yet,True,-0.25,0
solodsnek,"Posted December 7, 2014.",200510,0 of 1 people (0%) found this review helpful,True,0.8481,2
ThatMexicanGuy,"Posted March 28, 2015.",260230,No ratings yet,True,0.3612,2
76561198060787863,Posted January 1.,290340,3 of 4 people (75%) found this review helpful,True,0.8779,2
SWAGHIGHJAKKER,"Posted December 28, 2014.",730,2 of 3 people (67%) found this review helpful,True,-0.4404,0
joao_bobd,"Posted February 14, 2015.",620,1 of 1 people (100%) found this review helpful,True,0.0,1
juliagillardismymum,"Posted December 11, 2015.",212800,No ratings yet,True,0.3182,2
76561198055096033,"Posted January 23, 2015.",227180,1 of 3 people (33%) found this review helpful,True,0.6249,2
spacemonkey,"Posted September 21, 2013.",212680,No ratings yet,True,0.4215,2
space_jumper,"Posted January 25, 2015.",221100,No ratings yet,False,-0.9501,0
SpExXkRiWestPacIsDeadLongLive,"Posted September 13, 2015.",221100,No ratings yet,False,0.5859,2
76561197983875214,Posted March 8.,365590,1 of 11 people (9%) found this review helpful,True,0.8221,2
sniperxd,Posted August 15.,236390,2 of 2 people (100%) found this review helpful,False,0.3612,2
Kaj3n,"Posted December 13, 2015.",368900,No ratings yet,True,0.7906,2
harley293,"Posted September 12, 2015.",233860,No ratings yet,True,0.4767,2
Squiddicals,"Posted February 25, 2015.",440,0 of 2 people (0%) found this review helpful,True,-0.0772,1
Squiggley,"Posted November 2, 2013.",220,No ratings yet,True,0.8996,2
cloudribero,Posted September 3.,287390,No ratings yet,True,0.0,1
FrostyByte,"Posted March 24, 2015.",304930,1 of 2 people (50%) found this review helpful,True,0.0,1
ssbatt,"Posted June 24, 2014.",1840,1 of 1 people (100%) found this review helpful,True,0.7351,2
StaticStabler,Posted February 20.,357480,2 of 4 people (50%) found this review helpful,False,-0.7717,0
76561198049623068,Posted May 11.,375230,1 of 3 people (33%) found this review helpful,True,0.0,1
76561198069758889,"Posted September 6, 2014.",263760,2 of 3 people (67%) found this review helpful,True,0.9186,2
_codered66_,"Posted November 27, 2015.",417860,1 of 1 people (100%) found this review helpful,True,0.4588,2
76561198081739230,"Posted June 25, 2015.",208650,2 of 3 people (67%) found this review helpful,False,-0.4019,0
SteevH,"Posted November 10, 2015.",377160,2 of 6 people (33%) found this review helpful,True,0.9042,2
smokeaconeorfuckoff,"Posted December 23, 2013.",4000,1 of 1 people (100%) found this review helpful,True,0.4404,2
76561198094163912,"Posted December 25, 2013.",550,No ratings yet,True,0.0,1
76561198069917462,"Posted February 23, 2014.",440,No ratings yet,True,0.9313,2
76561198072812024,"Posted December 31, 2013.",8930,No ratings yet,True,-0.6908,0
76561198100807328,Posted April 21.,252950,No ratings yet,True,0.6369,2
stinglock,"Posted November 10, 2014.",317360,No ratings yet,True,0.6249,2
NotStomm,Posted June 17.,730,0 of 1 people (0%) found this review helpful,False,0.0,1
AfterEffects,"Posted November 6, 2015.",244850,1 of 5 people (20%) found this review helpful,False,-0.3657,0
geraldtan35,"Posted November 7, 2015.",440,2 of 2 people (100%) found this review helpful,True,0.0,1
stormlrd,"Posted July 20, 2015.",22350,4 of 9 people (44%) found this review helpful,False,0.0,1
stormshado,"Posted December 29, 2014.",23450,No ratings yet,True,0.0,1
PraiseDuarte,Posted February 28.,323910,1 of 1 people (100%) found this review helpful,True,0.6249,2
AlsonFoong,Posted February 17.,348090,No ratings yet,True,0.3612,2
76561198085888138,Posted July 10.,304430,1 of 1 people (100%) found this review helpful,True,0.6204,2
64512328,"Posted June 7, 2015.",346110,0 of 1 people (0%) found this review helpful,True,0.4404,2
fantasticjustice,"Posted May 26, 2015.",235800,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198074373301,"Posted January 11, 2015.",310370,0 of 1 people (0%) found this review helpful,True,0.6369,2
SunnyS,"Posted August 17, 2014.",252490,3 of 3 people (100%) found this review helpful,True,0.9382,2
76561198085112694,"Posted May 9, 2013.",440,No ratings yet,True,0.0,1
superduperjack,Posted May 22.,213670,1 of 7 people (14%) found this review helpful,False,0.8268,2
76561198096417535,"Posted December 30, 2014.",730,2 of 2 people (100%) found this review helpful,True,0.5106,2
superyoshiegg,Posted July 3.,381210,1 of 2 people (50%) found this review helpful,True,0.9785,2
76561198075313412,"Posted December 22, 2013.",224540,No ratings yet,True,0.0,1
SVB128,Posted January 19.,730,No ratings yet,True,0.5574,2
mostmlgpro420blazeitsteamprofile,"Posted July 26, 2013.",49520,1 of 1 people (100%) found this review helpful,True,0.6908,2
frost27820,"Posted April 13, 2015.",307780,0 of 1 people (0%) found this review helpful,True,-0.93,0
76561198070346631,Posted May 17.,407420,17 of 20 people (85%) found this review helpful,False,0.4215,2
76561198015930046,"Posted February 17, 2015.",289650,1 of 3 people (33%) found this review helpful,False,-0.3891,0
76561198103243648,"Posted May 28, 2015.",319550,No ratings yet,True,0.0,1
Garfiw,"Posted May 12, 2015.",104900,No ratings yet,True,0.0,1
GameTaj,"Posted July 20, 2015.",327860,5 of 6 people (83%) found this review helpful,True,0.4391,2
76561198044382516,"Posted March 7, 2014.",440,No ratings yet,True,0.0,1
tazzudevil,"Posted February 24, 2014.",91310,No ratings yet,True,0.8,2
OFFICIALDRTECHNO,"Posted November 23, 2013.",250380,3 of 3 people (100%) found this review helpful,True,0.25,2
therealtehN,"Posted July 7, 2014.",730,3 of 4 people (75%) found this review helpful,True,0.4404,2
Wherethejewwimminat,"Posted May 27, 2015.",204450,No ratings yet,True,0.0,1
notcoco,"Posted July 29, 2015.",440,No ratings yet,True,0.0,1
lukerfer,"Posted January 3, 2015.",207140,No ratings yet,True,0.9442,2
galaxyidoltetora,"Posted October 30, 2015.",346110,1 of 4 people (25%) found this review helpful,True,0.0,1
76561198040786220,"Posted April 10, 2014.",570,0 of 2 people (0%) found this review helpful,True,0.8555,2
Thatonwalrus1,Posted June 28.,20900,1 of 2 people (50%) found this review helpful,True,-0.6979,0
Angus887Gaming,"Posted April 19, 2015.",271590,No ratings yet,True,0.7555,2
76561198086883406,"Posted December 27, 2013.",218230,No ratings yet,True,0.7906,2
76561198067176761,"Posted December 24, 2014.",208090,No ratings yet,True,0.3182,2
GoldenCookies,"Posted October 20, 2015.",374300,0 of 1 people (0%) found this review helpful,True,0.8689,2
94567,"Posted August 28, 2015.",550,No ratings yet,True,0.9485,2
Doomsdayvirus1,"Posted March 29, 2014.",17390,3 of 5 people (60%) found this review helpful,True,0.6249,2
thediamond96,"Posted February 5, 2015.",235250,2 of 2 people (100%) found this review helpful,True,0.2023,2
76561198054937869,Posted February 26.,368340,3 of 5 people (60%) found this review helpful,True,0.918,2
76561197981571612,"Posted April 3, 2015.",274940,1 of 1 people (100%) found this review helpful,True,0.7579,2
76561198045385665,Posted July 11.,317250,4 of 15 people (27%) found this review helpful,True,0.1027,2
zile98,"Posted December 1, 2014.",219640,0 of 1 people (0%) found this review helpful,True,0.0,1
spaghettimmmgoodsphaget,"Posted July 18, 2015.",243870,0 of 1 people (0%) found this review helpful,False,0.4404,2
Theguru431,Posted June 10.,359550,0 of 4 people (0%) found this review helpful,False,-0.8748,0
JarateTheKid,Posted February 23.,349650,1 of 1 people (100%) found this review helpful,False,-0.5859,0
IIIIllllIIIllIlIIIlIIlIlIlIlIlI,Posted March 22.,413150,0 of 1 people (0%) found this review helpful,True,0.997,2
H-O-B-O,"Posted February 18, 2014.",1840,3 of 3 people (100%) found this review helpful,True,0.0516,1
TheMaglevGankTrain,Posted August 28.,379720,No ratings yet,True,0.7184,2
muchbanta,Posted April 2.,440,No ratings yet,True,0.6369,2
youcannothidefromme,"Posted June 22, 2014.",213670,8 of 23 people (35%) found this review helpful,False,0.6705,2
76561198054627970,"Posted October 6, 2014.",17460,No ratings yet,True,0.9753,2
TheSuccIsGudd,"Posted March 28, 2014.",265930,1 of 1 people (100%) found this review helpful,True,-0.1012,0
76561198054416836,"Posted January 26, 2015.",327640,No ratings yet,True,0.9136,2
76561198071943219,Posted June 30.,379720,1 of 2 people (50%) found this review helpful,True,-0.7978,0
76561198061097219,Posted January 28.,285900,No ratings yet,True,0.7845,2
thegreatds,"Posted May 10, 2015.",72850,2 of 2 people (100%) found this review helpful,True,0.0,1
theironhex,"Posted July 13, 2013.",48700,1 of 1 people (100%) found this review helpful,True,0.6249,2
76561198117757661,"Posted November 14, 2014.",261640,0 of 4 people (0%) found this review helpful,True,0.6369,2
yoplez,"Posted July 30, 2013.",105600,No ratings yet,True,0.9422,2
playgamesonlineoffical,"Posted August 11, 2015.",301520,0 of 1 people (0%) found this review helpful,True,0.6249,2
76561198081919992,"Posted November 15, 2015.",208090,No ratings yet,False,-0.2584,0
TheUnderdog2020,Posted April 5.,201790,2 of 2 people (100%) found this review helpful,True,0.9607,2
thiefofrosesinlalaland,"Posted September 6, 2015.",287700,2 of 2 people (100%) found this review helpful,True,-0.2023,0
76561198046806915,Posted March 19.,440,0 of 1 people (0%) found this review helpful,True,0.7269,2
KO10,"Posted April 21, 2015.",8930,No ratings yet,True,0.9954,2
thor2424,"Posted December 18, 2014.",207140,2 of 4 people (50%) found this review helpful,True,0.893,2
excdfx,Posted March 26.,223470,1 of 1 people (100%) found this review helpful,True,0.9169,2
76561198043195037,"Posted June 30, 2014.",72850,2 of 3 people (67%) found this review helpful,True,0.6249,2
76561198058253719,"Posted September 14, 2014.",304930,No ratings yet,True,0.34,2
76561198056212336,"Posted November 26, 2013.",236850,0 of 1 people (0%) found this review helpful,True,0.9826,2
Raltexe,"Posted April 11, 2015.",222880,1 of 1 people (100%) found this review helpful,True,-0.5216,0
meiasvivarinapodeconfiar,"Posted May 9, 2015.",323370,3 of 3 people (100%) found this review helpful,True,0.9584,2
timot_lambo,"Posted November 24, 2014.",298110,No ratings yet,True,0.9337,2
76561198091514051,"Posted February 3, 2014.",440,No ratings yet,True,0.0,1
ironhorse612,"Posted December 20, 2015.",397340,2 of 2 people (100%) found this review helpful,True,0.6369,2
chicken_steak,"Posted December 13, 2014.",107410,No ratings yet,True,0.0772,1
76561198037509696,"Posted April 2, 2015.",264710,1 of 2 people (50%) found this review helpful,True,0.8856,2
76561198065836764,"Posted January 4, 2013.",570,No ratings yet,True,0.9465,2
76561198097591088,Posted January 10.,391540,No ratings yet,True,0.0,1
60324133769,"Posted January 5, 2013.",204360,No ratings yet,True,0.5574,2
tobyowner,"Posted December 17, 2015.",107410,1 of 2 people (50%) found this review helpful,True,0.765,2
hungrycerealkiller,"Posted June 25, 2014.",242760,No ratings yet,True,0.8285,2
76561197993255329,"Posted December 2, 2015.",242860,1 of 3 people (33%) found this review helpful,False,0.9042,2
Delphaeus,"Posted July 12, 2014.",222880,No ratings yet,True,0.0107,1
thomas9308,"Posted May 23, 2013.",440,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198051820003,"Posted December 17, 2015.",22380,1 of 1 people (100%) found this review helpful,True,0.0,1
Tonmonkeyla,"Posted March 4, 2014.",72850,No ratings yet,True,0.6705,2
bastson,"Posted December 26, 2014.",40800,No ratings yet,True,0.0,1
Torca2001,"Posted December 5, 2015.",227260,No ratings yet,True,0.3612,2
76561198062278911,Posted May 4.,377160,2 of 5 people (40%) found this review helpful,True,0.9265,2
traketraketrake,"Posted September 9, 2014.",440,1 of 4 people (25%) found this review helpful,True,0.5106,2
63Hayden,"Posted June 27, 2015.",346900,0 of 1 people (0%) found this review helpful,True,0.0,1
76561197980641293,"Posted March 14, 2015.",55100,No ratings yet,True,0.25,2
76561198073607481,"Posted May 18, 2014.",208090,1 of 1 people (100%) found this review helpful,True,0.3612,2
76561198031729727,"Posted December 6, 2013.",211820,No ratings yet,True,0.9895,2
trevortheFox,"Posted November 10, 2014.",1840,No ratings yet,True,-0.1027,0
76561198040866260,"Posted September 20, 2015.",22370,1 of 2 people (50%) found this review helpful,True,0.6369,2
TheTriggured,"Posted June 20, 2014.",230410,No ratings yet,True,0.0,1
MOHAM15,"Posted December 30, 2012.",35450,No ratings yet,True,0.9451,2
76561198048137488,"Posted December 8, 2013.",105600,No ratings yet,True,0.5106,2
76561198077337646,"Posted October 2, 2015.",299360,No ratings yet,True,-0.296,0
Truebro115,"Posted August 4, 2014.",440,3 of 6 people (50%) found this review helpful,True,0.9879,2
76561198082520598,"Posted March 19, 2015.",345580,8 of 16 people (50%) found this review helpful,False,-0.5423,0
76561198078135823,"Posted December 23, 2015.",48700,No ratings yet,True,0.7506,2
hoobiedoobie5657,Posted July 9.,394360,0 of 1 people (0%) found this review helpful,True,0.0772,1
tuanos,"Posted December 26, 2014.",32370,0 of 3 people (0%) found this review helpful,False,-0.4019,0
76561198141809909,"Posted August 6, 2014.",440,1 of 1 people (100%) found this review helpful,True,0.9042,2
babpls,"Posted January 12, 2015.",301460,No ratings yet,True,0.9062,2
KewlKatzz,"Posted October 18, 2015.",22380,1 of 1 people (100%) found this review helpful,True,0.9325,2
76561198066203399,"Posted August 14, 2014.",730,0 of 1 people (0%) found this review helpful,True,0.0,1
chrisfoong,Posted August 19.,440,1 of 2 people (50%) found this review helpful,True,0.0,1
tyranidmaster,"Posted November 12, 2014.",1840,0 of 1 people (0%) found this review helpful,True,0.0,1
76561198093148567,Posted March 22.,375220,1 of 3 people (33%) found this review helpful,False,0.0,1
76561197999426881,"Posted April 24, 2014.",273770,1 of 1 people (100%) found this review helpful,False,-0.9415,0
76561198056645429,Posted July 7.,17500,9 of 10 people (90%) found this review helpful,True,0.9337,2
DatBoiOShitWhaddup,"Posted July 31, 2015.",214830,0 of 2 people (0%) found this review helpful,False,0.6124,2
RebelKirby,Posted August 6.,491130,2 of 2 people (100%) found this review helpful,True,0.9732,2
swagdog69,"Posted June 24, 2015.",292140,2 of 5 people (40%) found this review helpful,False,-0.6908,0
gaaaaaayyyy,Posted May 12.,269210,0 of 1 people (0%) found this review helpful,True,0.7351,2
umbralla,"Posted May 9, 2014.",440,2 of 2 people (100%) found this review helpful,True,-0.0516,1
Dagonlevel5,"Posted October 1, 2014.",200710,No ratings yet,True,0.5106,2
76561198085200257,"Posted October 17, 2014.",730,0 of 1 people (0%) found this review helpful,True,0.8889,2
WarEagle247,"Posted July 17, 2015.",346010,0 of 1 people (0%) found this review helpful,True,-0.34,0
UnknownFusion,Posted March 14.,236870,13 of 27 people (48%) found this review helpful,True,0.9512,2
TuPugFavorito,Posted April 7.,225840,2 of 3 people (67%) found this review helpful,True,0.0,1
83837474,"Posted August 28, 2015.",391460,3 of 6 people (50%) found this review helpful,False,0.4404,2
76561198071507074,"Posted September 6, 2015.",730,2 of 2 people (100%) found this review helpful,True,0.888,2
VasilyChuikov,Posted July 2.,393380,3 of 4 people (75%) found this review helpful,True,0.9828,2
freehats,"Posted February 7, 2014.",440,No ratings yet,True,0.2263,2
Imij000,"Posted March 5, 2014.",570,2 of 4 people (50%) found this review helpful,True,0.34,2
aafaqvirk,"Posted September 19, 2015.",323370,No ratings yet,True,0.7717,2
tinfoilcat,Posted June 15.,306130,2 of 3 people (67%) found this review helpful,True,0.7184,2
stverbal,"Posted April 14, 2015.",226860,1 of 2 people (50%) found this review helpful,True,0.8834,2
76561198061207064,"Posted September 21, 2014.",4000,2 of 2 people (100%) found this review helpful,True,0.765,2
76561198067193543,"Posted July 27, 2015.",24200,No ratings yet,True,0.0,1
76561198081367066,"Posted April 3, 2015.",346900,1 of 2 people (50%) found this review helpful,True,0.6249,2
donovanFlame,"Posted August 6, 2014.",730,No ratings yet,True,0.765,2
FUARFUARFUAR,"Posted June 23, 2015.",236390,No ratings yet,True,0.2263,2
vizzi0nz,"Posted January 19, 2014.",48190,No ratings yet,True,0.4019,2
aharmlesssquirell,"Posted August 11, 2014.",301480,2 of 6 people (33%) found this review helpful,True,0.34,2
76561198024300582,"Posted April 4, 2014.",8930,1 of 2 people (50%) found this review helpful,True,-0.3612,0
dabdabdabdab,Posted July 16.,440,1 of 6 people (17%) found this review helpful,True,0.0,1
VoxMaro,"Posted July 24, 2015.",245390,1 of 2 people (50%) found this review helpful,True,0.0,1
76561198116519349,Posted March 8.,4000,No ratings yet,True,0.7184,2
vraxvrax,"Posted September 12, 2015.",107100,0 of 1 people (0%) found this review helpful,True,0.0,1
ignaciomena22,"Posted September 29, 2013.",440,No ratings yet,True,0.0,1
WalrusInSpace,"Posted February 12, 2014.",209080,No ratings yet,True,0.8126,2
threw4EZrares,Posted May 22.,730,0 of 1 people (0%) found this review helpful,True,0.296,2
WarNorth,"Posted December 13, 2014.",261920,2 of 7 people (29%) found this review helpful,True,0.0,1
Sylisis,Posted January 5.,10180,1 of 1 people (100%) found this review helpful,True,0.7184,2
jwatt1991,"Posted April 16, 2012.",65800,No ratings yet,True,0.5106,2
dvs,Posted May 20.,438680,3 of 52 people (6%) found this review helpful,False,0.5679,2
76561198086479820,"Posted September 12, 2015.",227940,No ratings yet,True,0.8297,2
76561198073453337,Posted August 17.,222880,No ratings yet,True,0.9779,2
wjmj,"Posted April 4, 2015.",355840,No ratings yet,False,-0.34,0
fldwest,"Posted May 17, 2015.",252490,No ratings yet,True,0.0,1
nearf,"Posted January 9, 2015.",24740,No ratings yet,True,-0.228,0
mrfefe,"Posted January 29, 2014.",440,38 of 45 people (84%) found this review helpful,True,0.0,1
76561197995418864,"Posted September 21, 2014.",22380,1 of 2 people (50%) found this review helpful,True,0.4404,2
a_unicorn950,"Posted April 13, 2015.",730,No ratings yet,False,0.2681,2
san48192,"Posted October 23, 2015.",218620,No ratings yet,True,0.3182,2
76561198129265482,"Posted April 2, 2015.",22380,3 of 37 people (8%) found this review helpful,False,-0.7922,0
76561198054922473,"Posted February 25, 2015.",65980,1 of 4 people (25%) found this review helpful,False,0.3612,2
wikk3,"Posted February 26, 2015.",304930,No ratings yet,True,0.9118,2
CJW2012,"Posted October 25, 2014.",304930,3 of 13 people (23%) found this review helpful,False,0.5334,2
Harrasian,Posted April 13.,397430,4 of 5 people (80%) found this review helpful,True,0.0,1
76561198186712695,"Posted December 11, 2015.",4000,No ratings yet,True,0.296,2
76561198097038758,"Posted December 1, 2015.",225540,No ratings yet,True,0.9716,2
wizardshideout,"Posted October 31, 2015.",730,No ratings yet,True,0.9485,2
iknowyoucanbe,"Posted April 13, 2015.",218620,No ratings yet,True,0.0,1
HeyItsWill,"Posted March 22, 2014.",240,4 of 6 people (67%) found this review helpful,True,0.836,2
Wolfrexicorn,"Posted May 25, 2014.",224260,No ratings yet,True,-0.8399,0
Blitzboom01,"Posted June 7, 2015.",298240,1 of 1 people (100%) found this review helpful,True,0.8885,2
76561198088129605,"Posted June 14, 2015.",251570,0 of 4 people (0%) found this review helpful,False,0.5256,2
76561198032873398,"Posted December 26, 2013.",237630,1 of 3 people (33%) found this review helpful,True,0.9747,2
